line,words,marked_words,word_ax,word_p50,mark_hit,mark_wrong,mark_missed,mark_extra,der_collapse_ok,der_words
222,20,17,0,6,28,29,2,1,3,20
223,8,8,0,1,11,6,11,0,0,8
224,121,118,10,73,188,130,51,1,13,121
225,4,4,0,2,8,6,2,0,0,4
226,25,25,0,11,42,36,7,0,0,25
227,12,9,1,6,19,11,2,1,4,12
228,7,7,1,4,11,9,2,0,1,7
229,25,25,2,11,32,29,4,0,2,25
230,72,72,4,47,128,79,43,0,4,72
231,17,14,1,7,24,18,2,0,4,17
232,11,8,0,4,11,9,3,0,3,11
233,2,2,0,0,2,3,1,0,0,2
234,44,41,2,24,63,45,19,0,5,44
235,54,54,0,27,77,69,25,2,0,54
236,23,23,0,11,36,31,7,0,0,23
237,50,49,8,37,82,47,18,4,9,50
238,7,7,0,3,14,10,2,0,0,7
239,11,11,0,6,16,13,7,0,0,11
240,33,33,3,16,52,45,16,0,3,33
241,36,33,3,14,49,54,8,0,6,36
242,134,130,8,62,177,154,49,2,12,134
243,114,114,13,71,203,131,43,2,13,114
244,28,27,1,16,33,31,7,0,2,28
245,40,37,7,23,68,41,5,0,10,40
246,114,114,3,69,191,126,31,5,3,114
247,25,25,2,13,46,29,9,0,2,25
248,25,24,0,9,27,27,15,1,1,25
249,68,68,3,40,107,82,16,1,3,68
250,65,65,7,32,99,80,22,2,7,65
251,104,99,7,57,167,120,31,0,12,104
252,115,115,7,47,173,130,67,0,6,115
253,114,111,9,64,178,141,24,1,12,114
254,104,99,4,52,163,113,38,0,9,104
255,113,113,8,65,195,141,28,3,8,113
256,5,5,0,3,7,6,1,1,0,5
257,25,23,2,12,33,22,15,4,2,25
258,11,11,1,3,13,20,7,0,1,11
259,120,120,4,63,196,155,37,4,4,120
260,119,119,6,55,171,115,85,2,6,119
261,113,107,3,58,171,137,35,8,4,113
262,49,49,4,29,85,55,23,0,4,49
263,16,16,0,9,28,21,6,0,0,16
264,6,3,0,2,6,1,3,1,3,6
265,30,27,0,14,40,30,10,0,3,30
266,17,17,1,8,24,15,16,0,0,17
267,8,8,1,5,11,10,0,1,1,8
268,89,86,7,44,133,105,51,1,10,89
269,26,26,2,14,45,33,10,0,2,26
270,7,7,0,4,14,7,8,0,0,7
271,61,61,3,40,100,70,19,1,3,61
272,12,12,1,6,16,8,10,0,1,12
273,87,87,6,44,141,98,39,1,6,87
274,25,25,1,12,42,22,22,0,1,25
275,87,84,4,41,125,92,45,1,7,87
276,107,107,7,50,160,127,57,0,7,107
277,20,17,2,10,23,13,11,0,5,20
278,38,36,6,19,61,44,5,1,7,38
279,72,72,8,32,98,67,40,0,8,72
280,114,111,7,60,191,130,44,3,10,114
281,86,81,2,45,106,84,36,0,7,86
282,20,20,2,11,33,24,5,1,2,20
283,6,3,0,2,7,6,1,0,3,6
284,45,43,5,23,75,56,15,0,7,45
285,38,36,2,16,48,36,23,0,4,38
286,33,33,2,16,49,39,6,0,2,33
287,21,21,0,6,30,30,12,0,0,21
288,5,5,0,3,9,6,2,1,0,5
289,66,64,3,40,100,70,25,2,5,66
290,129,129,4,65,191,158,46,3,4,129
291,30,28,4,18,45,30,7,1,6,30
292,8,8,0,3,10,13,2,0,0,8
293,14,14,1,5,22,10,19,0,1,14
294,119,119,9,65,182,126,40,2,9,119
295,61,61,5,29,93,51,42,2,5,61
296,35,33,1,15,49,47,11,1,2,35
297,84,82,6,48,126,84,33,2,6,84
298,16,16,3,10,25,17,5,0,3,16
299,37,30,1,14,42,32,16,0,8,37
300,31,24,1,10,44,27,12,1,8,31
301,6,6,1,3,8,7,3,0,1,6
302,30,27,1,13,43,36,14,0,4,30
303,111,108,13,61,171,112,43,0,16,111
304,73,73,4,38,110,83,32,2,4,73
305,14,13,2,7,26,13,4,0,3,14
306,6,6,0,1,5,5,7,0,0,6
307,13,10,2,9,16,10,1,0,5,13
308,24,23,3,11,35,29,5,1,4,24
309,99,94,3,49,160,119,36,5,4,99
310,42,42,3,25,71,47,19,0,3,42
311,105,105,3,54,173,129,51,2,3,105
312,3,3,0,1,6,4,4,0,0,3
313,14,12,1,7,18,13,7,1,2,14
314,11,11,0,5,14,13,5,0,0,11
315,18,18,2,10,27,23,4,0,2,18
316,52,52,1,31,79,63,19,0,1,52
317,9,9,1,5,14,8,6,0,1,9
318,115,115,6,71,177,135,43,1,6,115
319,11,11,0,7,17,10,6,0,0,11
320,15,13,1,8,22,16,2,2,1,15
321,17,17,0,6,22,17,15,0,0,17
322,123,123,6,71,201,139,43,0,6,123
323,45,42,4,22,65,54,16,0,7,45
324,76,71,7,37,111,81,28,1,12,76
325,25,24,0,5,22,20,25,0,1,25
326,43,43,6,26,66,40,17,1,6,43
327,7,7,0,4,10,7,3,0,0,7
328,13,8,0,6,11,9,2,0,5,13
329,34,34,4,22,64,34,16,1,4,34
330,12,12,2,9,24,9,3,1,2,12
331,9,9,0,4,14,15,2,0,0,9
332,27,22,1,9,33,24,11,0,6,27
333,22,19,0,9,27,23,6,0,3,22
334,4,3,0,1,4,6,1,1,0,4
335,7,7,0,6,12,4,5,0,0,7
336,16,14,0,9,21,11,10,0,2,16
337,70,69,7,36,97,69,32,1,8,70
338,49,49,2,23,82,62,19,0,2,49
339,25,25,5,14,35,31,8,0,5,25
340,71,66,2,31,99,86,25,0,7,71
341,11,11,0,6,15,10,7,0,0,11
342,36,36,2,18,49,46,7,2,2,36
343,27,25,3,14,46,29,12,1,4,27
344,6,6,0,4,10,11,1,0,0,6
345,8,8,1,4,10,9,1,0,1,8
346,9,9,0,3,15,14,6,0,0,9
347,13,13,2,8,19,14,0,1,2,13
348,22,22,0,10,38,30,15,1,0,22
349,31,30,2,16,45,29,16,0,3,31
350,124,124,7,57,181,143,61,0,7,124
351,16,16,1,6,22,21,10,0,1,16
352,40,37,4,18,52,38,25,0,7,40
353,22,21,2,13,33,11,23,0,3,22
354,32,29,2,15,44,32,9,2,5,32
355,45,45,2,19,63,53,17,0,2,45
356,123,123,8,66,179,157,42,1,8,123
357,44,43,1,20,58,59,17,0,2,44
358,50,50,4,24,81,40,35,0,4,50
359,7,6,1,3,8,2,5,0,2,7
360,109,106,5,51,155,131,33,1,8,109
361,57,54,6,28,73,48,33,2,9,57
362,20,20,2,10,25,22,11,0,2,20
363,100,97,8,51,156,123,31,9,11,100
364,10,10,2,5,15,12,1,0,2,10
365,21,18,0,8,25,21,11,0,3,21
366,82,82,4,44,125,104,25,0,4,82
367,79,75,1,28,99,102,22,4,2,79
368,29,25,2,14,40,28,7,0,6,29
369,4,2,0,0,2,5,0,0,2,4
370,28,27,1,9,36,36,6,2,1,28
371,125,124,14,63,194,141,31,0,14,125
372,21,21,1,12,33,21,13,0,1,21
373,73,73,4,34,106,103,27,0,4,73
374,119,119,6,50,173,131,55,1,6,119
375,5,5,0,0,3,8,4,0,0,5
376,57,52,3,31,77,51,23,1,8,57
377,105,102,4,49,147,155,16,2,7,105
378,4,1,0,1,2,0,1,0,3,4
379,38,35,2,9,51,42,18,0,5,38
380,15,15,2,7,23,14,14,0,2,15
381,6,6,0,2,8,6,3,0,0,6
382,19,19,1,13,25,21,4,0,1,19
383,40,37,3,19,47,33,20,0,6,40
384,117,114,9,58,177,120,36,1,12,117
385,4,4,0,1,3,7,2,0,0,4
386,16,16,1,10,26,14,7,0,1,16
387,7,4,1,2,5,3,4,0,4,7
388,47,42,0,22,54,43,22,0,5,47
389,103,103,8,42,148,107,72,2,8,103
390,27,25,0,10,33,30,13,1,1,27
391,17,17,1,10,28,18,10,0,1,17
392,43,41,0,25,80,54,22,1,2,43
393,83,83,3,39,118,95,48,1,3,83
394,9,9,0,5,15,9,4,0,0,9
395,36,35,3,12,46,28,33,0,4,36
396,126,126,10,59,183,145,48,4,10,126
397,33,33,1,20,52,36,16,0,1,33
398,14,12,1,3,11,6,24,0,3,14
399,22,19,0,10,30,22,8,0,3,22
400,25,23,4,14,38,18,15,0,6,25
401,11,9,2,6,18,5,6,2,2,11
402,11,11,0,3,12,13,0,1,0,11
403,33,32,2,17,46,32,14,1,3,33
404,33,33,2,15,44,31,20,0,2,33
405,117,117,7,59,187,115,79,3,7,117
406,14,14,0,7,23,19,5,0,0,14
407,12,9,1,6,15,6,7,0,4,12
408,37,37,2,22,63,37,15,2,2,37
409,17,17,0,6,23,16,12,0,0,17
410,9,9,1,2,13,7,13,0,1,9
411,127,125,2,69,190,130,69,4,3,127
412,60,60,2,29,91,63,32,0,2,60
413,49,46,4,25,80,51,23,1,7,49
414,2,2,0,0,3,3,2,0,0,2
415,9,9,0,3,15,15,2,0,0,9
416,87,84,4,45,127,84,45,0,7,87
417,70,69,5,31,99,72,39,0,6,70
418,46,46,4,26,68,50,22,0,4,46
419,25,22,1,11,36,30,8,0,4,25
420,115,112,9,61,168,126,33,2,12,115
421,23,23,1,12,41,34,6,0,1,23
422,10,10,0,4,13,13,7,0,0,10
423,27,27,0,8,38,33,22,0,0,27
424,23,23,3,12,41,23,11,0,3,23
425,23,20,0,12,33,27,3,2,3,23
426,8,8,1,6,13,12,0,1,1,8
427,17,14,0,7,23,22,2,0,3,17
428,64,61,4,29,91,59,41,2,7,64
429,4,2,0,0,2,5,0,0,2,4
430,38,35,3,22,49,31,13,1,6,38
431,60,60,8,36,94,45,36,0,8,60
432,18,14,2,6,22,22,1,0,6,18
433,129,129,12,76,207,154,44,2,12,129
434,9,8,1,3,12,14,0,0,2,9
435,109,105,9,64,159,129,26,6,13,109
436,31,30,2,11,44,44,6,0,3,31
437,77,77,6,41,139,81,49,0,6,77
438,24,24,1,10,34,29,7,0,1,24
439,124,122,10,70,204,153,30,4,11,124
440,55,51,4,34,82,52,17,0,8,55
441,14,11,2,7,16,10,5,0,5,14
442,34,32,0,13,40,28,26,0,2,34
443,60,57,6,41,113,62,22,1,9,60
444,38,38,3,17,50,38,20,0,3,38
445,9,9,0,4,11,9,7,0,0,9
446,27,27,3,18,46,26,13,0,3,27
447,11,11,1,9,16,4,11,0,1,11
448,36,34,2,19,60,44,12,0,4,36
449,20,20,2,11,34,23,12,0,2,20
450,48,48,2,19,60,38,43,0,2,48
451,61,61,5,33,85,51,34,2,5,61
452,24,24,1,10,41,36,12,0,1,24
453,19,18,0,5,21,18,10,0,1,19
454,62,62,3,38,106,71,22,1,3,62
455,95,95,4,49,137,100,44,3,4,95
456,43,43,2,17,66,53,22,1,2,43
457,39,39,6,24,61,40,12,0,6,39
458,65,65,3,29,98,72,42,1,3,65
459,54,51,8,31,72,48,18,1,11,54
460,7,6,0,0,6,0,15,0,1,7
461,5,5,0,4,10,1,7,0,0,5
462,33,29,2,10,33,28,32,1,5,33
463,18,18,1,8,20,16,16,0,1,18
464,59,59,4,34,100,68,21,0,4,59
465,105,103,7,51,160,105,57,0,9,105
466,17,17,0,12,25,13,11,2,0,17
467,41,41,2,18,63,39,25,0,2,41
468,40,40,5,22,56,38,20,0,5,40
469,3,3,0,1,3,2,3,0,0,3
470,83,83,1,42,131,92,52,1,1,83
471,103,103,3,49,165,143,34,1,3,103
472,27,27,0,8,35,32,25,1,0,27
473,10,10,0,7,18,13,2,0,0,10
474,12,8,0,5,14,9,3,1,3,12
475,27,27,0,9,30,34,10,0,0,27
476,9,9,1,5,14,11,1,0,1,9
477,41,41,5,23,67,49,9,0,5,41
478,7,7,0,1,7,8,7,0,0,7
479,20,18,1,12,24,15,8,0,3,20
480,40,40,2,16,61,40,26,0,2,40
481,120,119,9,62,190,152,34,0,10,120
482,42,42,3,27,64,49,15,1,3,42
483,72,69,1,41,104,71,33,3,4,72
484,107,106,2,48,161,92,101,0,2,107
485,5,5,0,1,6,2,8,0,0,5
486,9,9,0,2,8,11,6,0,0,9
487,113,110,3,57,178,135,34,2,6,113
488,40,40,2,25,69,39,31,0,2,40
489,65,62,5,39,102,56,31,3,8,65
490,5,5,1,1,9,7,5,0,1,5
491,43,42,1,25,74,60,17,0,2,43
492,25,22,2,14,46,28,7,0,5,25
493,6,6,0,2,8,8,4,0,0,6
494,20,20,1,12,31,23,8,0,1,20
495,11,11,1,9,27,6,8,0,1,11
496,100,100,0,37,146,102,74,0,0,100
497,6,6,1,5,12,7,0,0,1,6
498,64,64,2,33,84,72,30,0,2,64
499,4,4,0,3,6,4,2,0,0,4
500,9,8,1,4,8,4,7,0,2,9
501,109,106,6,58,174,133,31,3,9,109
502,21,21,0,15,42,18,19,0,0,21
503,5,5,0,1,2,9,1,0,0,5
504,53,51,1,26,79,59,20,1,2,53
505,32,32,4,21,60,32,17,0,4,32
506,49,46,4,22,72,56,17,1,7,49
507,18,18,0,10,34,22,13,1,0,18
508,37,35,2,22,59,30,20,2,2,37
509,15,15,0,6,19,16,7,0,0,15
510,24,17,2,10,27,17,6,3,6,24
511,32,28,4,12,49,39,10,0,8,32
512,24,21,0,7,24,16,21,0,3,24
513,13,13,0,5,21,14,13,0,0,13
514,31,31,3,16,46,36,7,0,3,31
515,4,2,0,1,4,3,0,0,2,4
516,9,2,0,1,4,4,0,0,7,9
517,32,27,0,9,33,31,15,1,5,32
518,12,12,1,6,19,6,12,0,1,12
519,90,90,2,55,145,100,40,2,2,90
520,73,68,3,35,92,78,30,0,8,73
521,115,111,1,42,164,124,73,0,5,115
522,52,52,5,33,95,65,18,2,5,52
523,41,36,4,23,63,39,13,1,9,41
524,7,7,1,7,16,4,3,0,1,7
525,7,7,1,3,11,5,8,0,1,7
526,11,11,0,8,24,11,5,0,0,11
527,14,11,2,8,23,11,3,2,5,14
528,52,52,5,31,81,55,23,0,5,52
529,39,38,4,30,79,29,22,1,4,39
530,9,9,1,6,13,5,5,0,1,9
531,37,36,1,22,60,41,17,0,2,37
532,18,18,3,8,24,14,14,0,3,18
533,86,84,8,46,117,84,36,0,10,86
534,69,67,6,36,110,75,25,2,8,69
535,34,34,5,20,64,37,17,0,5,34
536,54,53,1,30,86,69,14,1,1,54
537,64,61,6,30,90,62,21,0,9,64
538,23,23,3,14,42,19,17,0,3,23
539,27,27,2,16,37,26,6,0,2,27
540,74,74,4,39,113,105,20,1,4,74
541,10,10,1,9,18,10,4,1,1,10
542,5,5,0,2,8,4,6,0,0,5
543,27,24,2,13,36,28,7,1,5,27
544,42,42,3,23,66,49,13,0,3,42
545,15,12,0,5,21,16,8,0,3,15
546,19,19,0,10,23,25,4,1,0,19
547,42,42,2,30,74,37,22,1,2,42
548,60,60,3,33,77,63,19,1,3,60
549,82,82,5,42,119,97,30,2,5,82
550,23,21,3,15,35,19,12,0,5,23
551,41,41,0,19,56,59,3,0,0,41
552,32,29,1,12,44,48,6,0,4,32
553,142,142,8,68,202,176,56,1,8,142
554,26,26,2,13,40,27,18,0,2,26
555,3,3,0,1,5,4,2,0,0,3
556,11,10,1,5,14,7,9,0,2,11
557,92,92,1,67,186,89,44,2,1,92
558,7,7,1,5,13,7,2,0,1,7
559,76,76,2,43,129,90,34,2,2,76
560,62,62,2,32,111,73,33,0,2,62
561,22,15,2,9,28,17,6,3,6,22
562,135,131,4,73,189,129,63,8,7,135
563,85,85,3,53,120,92,36,1,3,85
564,5,5,0,3,8,2,6,0,0,5
565,35,35,2,25,59,33,11,3,2,35
566,41,41,1,16,71,46,27,0,1,41
567,49,48,6,26,90,62,15,1,7,49
568,24,21,0,15,36,23,7,0,3,24
569,17,17,2,10,25,13,7,1,2,17
570,30,30,4,16,46,34,12,0,4,30
571,12,12,0,6,20,6,23,0,0,12
572,41,41,1,20,61,38,34,0,1,41
573,50,49,2,25,74,59,16,1,3,50
574,80,77,6,36,113,91,42,1,9,80
575,12,12,1,5,17,11,8,1,1,12
576,27,27,1,17,43,31,13,0,1,27
577,14,14,0,7,27,17,13,0,0,14
578,122,119,6,70,172,113,66,2,9,122
579,44,40,4,25,61,32,20,1,8,44
580,72,69,10,34,98,56,47,2,13,72
581,18,16,1,6,27,11,19,0,3,18
582,11,11,0,6,17,12,5,1,0,11
583,26,26,3,19,57,26,18,1,3,26
584,58,57,4,31,87,61,19,1,5,58
585,18,15,2,10,23,24,1,0,5,18
586,33,33,2,15,45,34,22,0,2,33
587,21,21,0,10,27,24,5,0,0,21
588,33,32,0,19,42,31,13,0,1,33
589,15,15,1,5,18,14,12,1,1,15
590,118,118,6,53,175,131,83,0,6,118
591,93,88,5,50,142,93,29,5,7,93
592,8,8,1,7,16,6,4,0,1,8
593,20,17,0,8,29,21,9,0,3,20
594,4,1,0,0,1,0,3,0,3,4
595,11,11,1,6,15,10,4,0,1,11
596,83,80,4,45,129,130,12,1,7,83
597,7,7,0,2,13,3,12,0,0,7
598,10,10,1,8,20,8,2,0,1,10
599,10,10,1,7,17,8,5,0,1,10
600,50,50,2,23,74,65,21,0,2,50
601,48,47,0,28,81,59,15,1,1,48
602,54,54,4,29,91,64,25,0,4,54
603,55,55,6,35,110,70,20,0,6,55
604,53,53,4,31,91,74,17,0,4,53
605,41,40,3,22,68,52,11,0,4,41
606,41,41,1,18,67,61,20,0,1,41
607,52,52,2,25,89,75,16,0,2,52
608,48,48,5,29,85,57,12,0,5,48
609,56,56,2,27,94,81,16,1,2,56
610,52,52,3,28,83,70,21,0,3,52
611,55,55,1,25,84,82,13,2,1,55
612,51,51,4,27,93,61,25,1,4,51
613,59,59,6,35,103,76,17,1,6,59
614,47,46,2,18,76,66,16,1,3,47
615,43,42,2,16,66,58,26,0,3,43
616,58,58,1,27,102,69,29,0,1,58
617,57,56,5,30,105,73,13,1,6,57
618,12,12,2,8,17,15,3,0,2,12
619,40,40,0,19,66,61,13,0,0,40
620,15,15,1,6,30,14,22,0,1,15
621,17,13,0,3,27,20,14,0,4,17
622,9,8,0,5,14,15,0,0,1,9
623,5,5,0,1,9,12,0,0,0,5
624,5,5,0,1,6,9,2,0,0,5
625,4,4,0,2,5,5,2,0,0,4
626,5,5,0,1,5,7,2,0,0,5
627,12,11,1,8,19,15,0,0,2,12
628,3,3,0,2,7,5,2,0,0,3
629,3,3,0,0,4,3,4,0,0,3
630,5,5,0,3,8,11,0,0,0,5
