line,words,marked_words,word_ax,word_p50,mark_hit,mark_wrong,mark_missed,mark_extra,der_collapse_ok,der_words
107,5,5,0,3,9,6,2,0,0,5
108,22,18,1,12,39,24,9,0,5,22
109,37,34,1,15,64,52,14,2,4,37
110,32,30,2,16,66,36,23,0,4,32
111,36,32,0,8,71,51,26,0,4,36
112,36,34,1,13,67,57,24,0,3,36
113,6,6,0,3,12,12,2,0,0,6
114,29,24,1,8,42,42,18,1,6,29
115,26,21,1,10,51,40,9,0,6,26
116,52,44,3,23,73,49,32,1,11,52
117,39,31,0,12,63,37,23,0,8,39
118,17,15,0,8,27,15,14,0,2,17
119,42,34,0,10,60,61,19,0,8,42
120,6,6,1,2,6,5,10,0,1,6
121,29,24,3,8,39,34,22,0,8,29
122,20,17,0,6,36,20,8,1,3,20
123,41,37,1,14,63,53,29,1,5,41
124,44,37,2,16,72,72,17,1,9,44
125,37,32,2,14,66,40,31,0,7,37
126,45,38,4,13,67,43,52,0,11,45
127,39,31,1,20,56,44,8,1,9,39
128,35,28,0,13,58,45,24,0,7,35
129,55,47,3,25,82,67,24,0,11,55
130,36,32,3,16,65,52,10,0,7,36
131,21,15,0,5,25,19,17,1,6,21
132,27,18,1,6,33,27,11,0,10,27
133,33,24,1,11,45,37,14,0,10,33
134,82,67,4,30,123,122,23,1,19,82
135,31,24,4,12,41,33,5,1,11,31
136,64,54,1,21,110,93,45,0,11,64
137,41,32,2,17,61,51,23,0,11,41
138,17,9,1,5,17,13,0,1,9,17
139,25,22,2,12,49,19,21,0,5,25
140,21,18,0,9,39,19,21,0,3,21
141,16,12,1,4,18,22,3,0,5,16
142,36,28,1,11,59,50,14,0,9,36
143,16,14,1,8,27,12,11,0,3,16
144,19,15,1,9,30,17,11,0,5,19
145,31,29,2,11,42,31,16,0,4,31
146,17,15,1,8,26,15,9,0,3,17
147,25,21,3,10,40,34,10,0,7,25
148,21,19,0,5,34,30,14,0,2,21
149,26,24,1,12,49,31,15,0,3,26
150,8,8,2,3,16,13,3,0,2,8
151,20,17,0,5,27,30,7,0,3,20
152,45,40,2,16,76,64,18,0,7,45
153,33,25,2,13,57,29,28,1,10,33
154,17,16,0,4,26,29,5,0,1,17
155,38,32,1,15,60,58,18,2,7,38
156,29,26,0,4,43,42,28,1,3,29
157,24,20,0,8,31,23,10,1,4,24
158,29,21,1,7,52,32,24,0,9,29
159,36,30,4,15,60,35,26,0,10,36
160,202,178,11,81,296,259,66,4,35,202
161,28,25,1,9,51,42,14,0,4,28
162,11,9,1,1,14,15,10,0,3,11
163,29,26,3,11,51,32,26,0,6,29
164,32,30,1,13,65,46,26,0,3,32
165,23,20,0,9,42,35,8,0,3,23
166,27,25,1,10,42,32,23,1,3,27
167,39,34,2,11,66,55,31,1,7,39
168,28,25,1,8,49,31,33,0,4,28
169,6,5,1,3,8,6,1,0,2,6
170,13,11,1,3,16,20,1,0,3,13
171,23,18,1,7,37,32,11,0,6,23
172,38,34,1,18,63,60,12,2,5,38
173,25,23,1,11,45,37,12,0,3,25
174,29,26,0,14,50,36,16,0,3,29
175,24,22,0,10,48,36,10,0,2,24
176,17,13,0,5,24,23,7,1,4,17
177,25,21,0,10,32,34,5,1,4,25
178,68,59,1,19,74,91,25,2,10,68
179,36,30,1,13,49,43,13,2,7,36
180,31,28,1,10,49,42,27,0,4,31
181,31,28,3,12,49,39,14,1,6,31
182,9,8,0,2,12,16,0,0,1,9
183,28,23,1,8,42,24,18,1,6,28
184,36,31,1,15,70,59,10,0,6,36
185,17,14,1,6,30,26,2,0,4,17
186,16,15,0,7,31,23,6,1,1,16
187,8,8,0,3,18,14,3,0,0,8
188,22,20,0,9,40,30,11,0,2,22
189,14,13,0,2,27,22,7,1,1,14
190,23,19,1,6,40,20,15,1,5,23
191,37,36,3,11,76,63,24,0,4,37
192,38,33,3,13,76,55,23,0,8,38
193,22,19,0,7,40,23,15,1,3,22
194,8,8,0,3,17,13,7,0,0,8
195,40,37,1,10,76,54,33,1,4,40
196,21,17,0,12,30,22,6,2,4,21
197,27,24,0,8,48,26,33,0,3,27
198,22,20,1,10,47,25,24,0,3,22
199,19,17,0,9,36,25,13,0,2,19
200,4,2,0,0,1,6,0,0,2,4
201,45,35,1,11,58,55,23,0,11,45
202,34,27,3,12,53,31,22,1,10,34
203,48,40,0,13,82,63,38,1,8,48
204,40,31,0,13,65,51,27,0,9,40
205,7,7,0,5,16,8,3,0,0,7
206,9,8,0,1,13,14,7,0,1,9
207,27,25,1,9,47,32,26,0,3,27
208,16,15,0,5,32,25,11,0,1,16
209,16,14,1,9,26,18,6,0,3,16
210,34,29,2,13,62,40,30,0,7,34
211,22,20,1,8,33,33,7,0,3,22
212,20,18,0,9,37,29,16,0,2,20
213,23,21,0,13,43,25,15,0,2,23
214,10,8,0,4,14,15,2,0,2,10
215,35,31,1,14,54,39,21,1,5,35
216,15,12,0,2,18,22,5,0,3,15
217,34,26,0,7,58,41,23,1,8,34
218,48,43,1,10,77,66,55,2,6,48
219,35,32,0,6,57,66,12,0,3,35
220,25,22,0,3,39,36,22,0,3,25
221,35,30,1,10,59,45,31,0,6,35
222,21,15,0,7,46,22,7,1,6,21
223,8,8,0,3,12,18,1,0,0,8
224,25,23,2,8,41,44,15,0,4,25
225,40,36,0,23,76,61,15,0,4,40
226,38,32,1,12,62,60,22,0,7,38
227,36,32,1,16,65,57,7,0,5,36
228,33,31,1,12,49,51,10,0,3,33
229,20,18,1,7,33,33,3,0,3,20
230,43,39,3,12,68,78,11,1,7,43
231,12,11,0,4,25,16,11,0,1,12
232,12,10,0,2,14,21,5,0,2,12
233,33,28,2,10,49,38,30,2,7,33
234,19,17,0,11,42,29,1,0,2,19
235,26,22,1,13,51,33,18,1,5,26
236,26,20,3,11,32,28,15,0,9,26
237,37,28,0,10,48,52,15,0,9,37
238,50,43,3,18,72,49,32,1,10,50
239,34,30,3,13,52,34,22,0,7,34
240,28,25,1,10,43,42,14,0,4,28
241,33,31,0,13,62,49,15,1,2,33
242,28,22,0,9,56,26,27,0,6,28
243,18,16,2,7,31,21,8,1,4,18
244,24,22,1,11,41,33,9,0,3,24
245,16,13,1,5,22,18,4,0,4,16
246,24,21,1,7,30,26,12,0,4,24
247,32,26,2,13,42,38,7,2,8,32
248,53,43,7,29,78,52,16,0,17,53
249,54,44,4,24,77,56,16,1,14,54
250,39,31,3,18,55,39,16,0,11,39
251,17,16,0,9,31,14,19,1,1,17
252,42,34,1,15,74,37,34,0,9,42
253,32,25,3,14,52,32,14,1,10,32
254,17,13,1,10,29,10,9,0,5,17
255,15,14,1,7,26,19,3,1,2,15
256,26,24,1,9,39,40,11,0,3,26
257,27,25,0,11,38,31,14,1,2,27
258,24,21,1,11,36,26,20,0,4,24
259,34,29,2,11,49,39,12,0,7,34
260,45,40,0,13,81,52,34,0,5,45
261,31,28,0,13,55,34,22,0,3,31
262,30,27,2,12,60,37,20,0,5,30
263,12,12,0,6,24,21,4,0,0,12
264,22,18,0,5,37,35,12,0,4,22
265,73,64,3,27,120,89,57,1,12,73
266,31,24,0,10,43,39,10,0,7,31
267,36,32,1,12,58,47,27,0,5,36
268,6,6,0,3,14,11,4,0,0,6
269,18,15,0,5,35,23,14,0,3,18
270,28,23,1,14,52,32,12,1,6,28
271,10,9,0,5,20,14,3,0,1,10
272,28,24,2,12,46,37,11,0,6,28
273,13,11,0,6,20,21,2,0,2,13
274,34,30,1,16,71,52,20,0,5,34
275,6,6,1,5,14,8,0,0,1,6
276,14,13,1,4,31,22,4,0,2,14
277,23,20,1,11,40,22,12,0,4,23
278,20,18,0,11,43,23,10,0,2,20
279,38,35,2,20,68,55,14,0,5,38
280,11,10,0,6,25,13,8,0,1,11
281,19,18,1,9,42,25,15,0,2,19
282,29,23,0,9,47,34,6,0,6,29
283,4,4,0,0,7,14,3,0,0,4
284,21,13,1,8,31,28,1,0,9,21
285,29,22,3,10,38,35,10,1,10,29
286,17,15,0,6,31,23,8,0,2,17
287,30,24,1,11,53,39,16,1,7,30
288,14,12,1,5,20,14,8,0,3,14
289,27,21,0,11,49,26,18,1,5,27
290,14,12,1,4,20,22,4,0,3,14
291,46,36,0,16,83,62,24,2,9,46
292,6,5,0,1,7,8,6,0,1,6
293,79,69,1,23,149,111,68,0,11,79
294,35,30,4,12,59,43,38,0,9,35
295,35,31,1,18,63,44,24,1,5,35
296,31,28,0,15,71,47,26,0,3,31
297,24,22,1,11,44,27,21,0,3,24
298,26,22,1,8,44,49,6,0,5,26
299,10,10,1,3,14,16,5,0,1,10
300,19,17,0,8,36,27,11,0,2,19
301,41,37,1,19,85,54,24,0,5,41
302,49,43,0,16,78,65,31,0,6,49
303,24,23,1,14,46,29,15,1,2,24
304,22,21,0,8,43,31,21,0,1,22
305,19,18,0,6,43,24,25,1,1,19
306,17,15,2,8,19,17,10,1,4,17
307,35,31,4,15,57,38,26,0,8,35
308,59,53,2,20,104,86,55,0,8,59
309,30,27,0,15,66,31,28,0,3,30
310,8,7,0,3,11,10,4,0,1,8
311,58,52,2,16,92,89,31,1,8,58
312,30,27,1,12,50,37,17,0,3,30
313,58,45,0,19,78,73,19,1,12,58
314,72,64,2,27,96,102,20,0,10,72
315,32,29,2,9,63,42,29,0,5,32
316,37,32,0,11,56,53,19,0,5,37
317,69,58,1,25,109,99,26,0,12,69
318,49,41,2,17,70,67,23,0,10,49
319,20,19,1,6,33,29,8,0,2,20
320,16,13,1,6,13,22,1,2,4,16
321,15,14,1,5,24,26,5,0,2,15
322,30,23,0,9,38,44,10,1,7,30
323,34,24,0,12,37,41,8,0,10,34
324,24,21,1,9,33,25,21,0,4,24
325,37,32,1,16,60,48,15,1,6,37
326,40,37,3,19,61,59,11,0,6,40
327,67,60,2,30,98,101,10,1,9,67
328,24,22,0,11,34,38,6,1,2,24
329,28,26,2,13,58,41,11,0,4,28
330,24,21,0,10,36,29,11,0,3,24
331,9,7,0,6,14,4,6,0,2,9
332,6,5,0,1,7,6,6,0,1,6
333,57,50,4,28,104,58,43,2,11,57
334,19,17,2,7,38,20,20,0,4,19
335,31,28,1,9,53,38,21,0,4,31
336,29,26,2,13,52,25,33,1,5,29
337,32,29,1,15,58,40,14,0,4,32
338,27,25,3,15,60,30,19,0,5,27
339,47,41,3,18,72,58,29,1,9,47
340,28,26,1,12,60,32,28,0,3,28
341,14,14,1,7,33,24,7,0,1,14
342,40,34,3,12,71,64,17,0,9,40
343,61,53,3,25,106,94,26,1,11,61
344,32,29,0,9,55,49,16,1,3,32
345,34,31,2,12,58,64,5,0,5,34
346,40,34,2,11,61,57,15,0,8,40
347,33,29,1,14,76,53,14,1,5,33
348,40,34,0,15,67,56,20,0,6,40
349,74,58,4,23,109,107,22,0,20,74
350,108,100,1,35,206,182,62,0,9,108
351,29,26,0,12,53,50,11,0,3,29
352,31,28,1,12,55,48,11,0,4,31
353,34,31,0,12,73,48,31,0,3,34
354,18,17,1,6,31,28,12,0,2,18
355,23,20,0,8,36,37,11,1,3,23
