line,words,marked_words,word_ax,word_p50,mark_hit,mark_wrong,mark_missed,mark_extra,der_collapse_ok,der_words
164,20,20,0,11,30,27,6,0,0,20
165,44,40,1,22,57,66,5,0,5,44
166,17,17,1,9,21,24,2,0,1,17
167,99,97,7,60,163,133,16,4,7,99
168,19,19,2,11,35,22,7,0,2,19
169,52,52,3,29,76,69,12,0,2,52
170,20,20,0,11,33,33,2,2,0,20
171,25,22,3,14,43,20,18,0,6,25
172,88,86,6,48,122,107,25,4,6,88
173,2,2,0,1,4,0,4,0,0,2
174,114,114,5,51,149,145,49,0,5,114
175,13,12,0,5,22,14,6,0,1,13
176,33,33,1,20,50,49,9,0,1,33
177,57,57,4,31,95,63,32,2,4,57
178,79,76,7,43,112,85,27,3,10,79
179,4,4,0,3,7,4,2,0,0,4
180,117,117,9,60,180,158,47,2,9,117
181,106,103,6,54,180,146,16,0,9,106
182,114,113,4,64,191,145,33,1,5,114
183,110,108,6,47,158,150,33,2,8,110
184,6,6,1,2,9,6,5,0,1,6
185,4,4,0,1,4,7,1,0,0,4
186,116,114,8,63,175,151,38,0,10,116
187,27,22,2,13,35,27,9,0,7,27
188,5,5,1,3,7,5,1,0,1,5
189,14,13,0,9,26,9,8,2,1,14
190,10,10,0,5,18,14,4,0,0,10
191,2,2,0,1,5,3,1,0,0,2
192,15,15,1,8,24,20,5,0,1,15
193,62,62,1,34,88,76,21,0,1,62
194,13,13,0,6,27,27,3,0,0,13
195,60,56,5,35,95,66,17,1,9,60
196,18,15,2,11,25,18,1,1,5,18
197,18,18,2,12,29,22,2,0,2,18
198,36,34,0,17,57,47,17,2,0,36
199,50,50,4,31,88,48,17,2,4,50
200,40,40,2,21,57,53,7,2,2,40
201,5,2,0,2,5,1,2,0,3,5
202,85,81,4,46,127,96,27,5,7,85
203,70,70,5,38,117,85,26,0,5,70
204,86,86,8,44,109,98,19,1,8,86
205,3,3,0,0,3,8,0,0,0,3
206,88,85,5,46,144,109,25,2,8,88
207,35,34,0,9,34,39,27,0,1,35
208,18,14,2,7,21,18,3,0,6,18
209,34,29,2,14,40,27,26,0,7,34
210,25,22,2,13,31,29,0,1,5,25
211,25,24,3,9,36,33,7,0,4,25
212,42,42,4,24,75,53,7,0,4,42
213,4,4,0,3,6,3,2,0,0,4
214,27,27,1,14,43,38,4,0,1,27
215,15,15,0,10,26,22,3,0,0,15
216,33,28,1,14,44,34,18,0,6,33
217,109,109,8,51,164,148,21,2,8,109
218,16,16,0,8,22,15,7,0,0,16
219,12,12,4,12,20,9,0,0,4,12
220,20,19,1,14,31,16,7,0,2,20
221,43,41,1,23,68,62,7,0,3,43
222,20,17,0,9,30,27,2,1,3,20
223,8,8,0,2,9,8,9,0,0,8
224,121,118,10,70,185,151,35,1,13,121
225,4,4,0,2,8,7,1,0,0,4
226,25,25,1,11,41,41,7,0,1,25
227,12,9,1,4,18,12,1,0,4,12
228,7,7,0,4,11,7,4,0,0,7
229,25,25,0,14,37,28,5,1,0,25
230,72,72,4,46,126,83,46,0,4,72
231,17,14,0,6,21,23,1,1,3,17
232,11,8,1,4,12,6,5,0,4,11
233,2,2,0,0,2,4,0,0,0,2
234,44,41,4,23,65,55,9,0,7,44
235,54,54,4,30,84,74,11,2,4,54
236,23,23,3,13,39,31,6,0,3,23
237,50,49,5,34,80,55,10,5,6,50
238,7,7,1,2,15,9,4,0,1,7
239,11,11,0,6,17,17,0,0,0,11
240,33,33,3,17,57,37,19,0,3,33
241,36,33,2,14,48,55,9,0,5,36
242,134,130,7,76,196,160,31,3,11,134
243,114,114,13,69,208,146,32,5,13,114
244,28,27,3,19,38,35,4,0,4,28
245,40,37,6,19,61,49,7,0,9,40
246,114,114,3,69,182,132,49,5,3,114
247,25,25,1,15,50,28,7,0,1,25
248,25,24,0,9,27,33,9,1,1,25
249,68,68,3,41,109,85,19,1,3,68
250,65,65,7,36,104,80,18,1,7,65
251,104,99,5,65,174,121,29,1,10,104
252,115,115,6,56,183,137,66,0,5,115
253,114,111,12,77,191,138,21,1,15,114
254,104,99,7,53,165,131,21,0,12,104
255,113,113,9,66,199,143,32,1,9,113
256,5,5,0,2,7,5,4,1,0,5
257,25,23,1,13,35,23,11,4,1,25
258,11,11,1,3,15,18,6,0,1,11
259,120,120,6,65,197,160,39,1,6,120
260,119,119,7,55,177,137,56,3,7,119
261,113,107,5,59,177,138,25,8,6,113
262,49,49,4,33,90,59,15,0,4,49
263,16,16,0,10,31,18,7,0,0,16
264,6,3,0,2,6,3,0,1,3,6
265,30,27,3,17,46,27,9,0,6,30
266,17,17,1,10,30,13,12,0,1,17
267,8,8,1,6,13,9,0,1,1,8
268,89,86,4,44,132,114,34,2,7,89
269,26,26,2,17,50,35,7,0,2,26
270,7,7,0,3,10,10,8,0,0,7
271,61,61,5,34,95,69,24,0,5,61
272,12,12,2,7,19,10,7,0,2,12
273,87,87,5,43,134,115,23,0,5,87
274,25,25,1,12,43,24,15,0,1,25
275,87,84,5,44,134,105,30,0,8,87
276,107,107,6,56,174,130,49,0,6,107
277,20,17,1,11,24,16,8,1,4,20
278,38,36,2,21,59,47,11,1,3,38
279,72,72,7,39,105,67,39,0,7,72
280,114,111,9,60,194,141,38,1,12,114
281,86,81,5,45,109,94,23,1,10,86
282,20,20,1,13,32,26,4,1,1,20
283,6,3,0,1,6,8,0,0,3,6
284,45,43,6,22,74,60,15,0,8,45
285,38,36,5,16,51,38,17,0,7,38
286,33,33,0,17,49,40,7,0,0,33
287,21,21,0,10,35,30,10,0,0,21
288,5,5,0,1,6,9,2,0,0,5
289,66,64,4,35,95,83,15,4,6,66
290,129,129,6,66,189,175,27,3,6,129
291,30,28,3,17,41,37,7,0,5,30
292,8,8,0,5,12,12,2,0,0,8
293,14,14,1,7,26,14,10,0,1,14
294,119,119,10,68,187,133,34,2,10,119
295,61,61,7,39,105,59,27,1,7,61
296,35,33,0,15,50,46,14,1,1,35
297,84,82,4,47,121,93,33,2,4,84
298,16,16,1,6,22,20,3,1,1,16
299,37,30,2,20,48,39,4,0,9,37
300,31,24,2,9,42,27,9,0,9,31
301,6,6,1,3,8,8,2,0,1,6
302,30,27,1,18,47,35,12,0,4,30
303,111,108,13,65,179,115,33,1,16,111
304,73,73,2,35,105,96,15,2,2,73
305,14,13,0,6,20,19,4,0,1,14
306,6,6,0,3,7,4,9,0,0,6
307,13,10,2,8,15,13,0,0,5,13
308,24,23,2,15,42,26,5,2,3,24
309,99,94,7,56,171,127,27,7,8,99
310,42,42,4,21,68,54,15,0,4,42
311,105,105,3,56,171,145,37,0,3,105
312,3,3,1,1,7,3,5,0,1,3
313,14,12,1,7,19,13,5,1,2,14
314,11,11,0,4,13,13,5,0,0,11
315,18,18,0,11,26,24,5,0,0,18
316,52,52,4,31,78,71,11,0,4,52
317,9,9,0,4,13,10,5,0,0,9
318,115,115,6,77,191,132,38,4,6,115
319,11,11,2,7,19,11,2,0,2,11
320,15,13,2,9,24,17,0,2,2,15
321,17,17,1,7,24,16,12,0,1,17
322,123,123,5,75,207,162,18,0,5,123
323,45,42,3,24,70,57,10,1,6,45
324,76,71,5,43,115,99,8,2,10,76
325,25,24,0,4,22,16,30,0,1,25
326,43,43,5,25,67,40,18,2,5,43
327,7,7,0,3,9,9,1,0,0,7
328,13,8,0,4,10,12,2,0,5,13
329,34,34,5,22,65,40,9,1,5,34
330,12,12,1,10,23,9,4,1,1,12
331,9,9,0,5,14,12,3,0,0,9
332,27,22,2,10,34,27,10,0,7,27
333,22,19,0,9,25,25,9,0,3,22
334,4,3,0,1,4,6,1,1,0,4
335,7,7,0,5,10,5,5,0,0,7
336,16,14,0,7,19,12,10,0,2,16
337,70,69,3,36,94,85,20,1,4,70
338,49,49,2,28,87,72,9,0,2,49
339,25,25,3,15,36,31,5,1,3,25
340,71,66,4,44,113,83,20,1,9,71
341,11,11,0,6,15,12,7,0,0,11
342,36,36,4,20,53,51,4,1,4,36
343,27,25,2,15,47,33,9,1,3,27
344,6,6,0,3,9,11,2,0,0,6
345,8,8,0,4,8,11,1,0,0,8
346,9,9,0,1,13,16,3,0,0,9
347,13,13,1,8,18,9,4,1,1,13
348,22,22,0,12,40,28,17,0,0,22
349,31,30,4,19,49,31,10,0,5,31
350,124,124,6,55,177,157,48,1,6,124
351,16,16,1,6,20,23,7,0,1,16
352,40,37,2,21,59,40,18,1,5,40
353,22,21,2,11,30,20,15,0,3,22
354,32,29,1,24,51,34,7,2,4,32
355,45,45,4,22,66,54,15,0,4,45
356,123,123,9,65,181,168,32,1,9,123
357,44,43,1,27,69,68,7,0,2,44
358,50,50,3,26,82,59,18,0,3,50
359,7,6,0,1,4,5,6,0,1,7
360,109,106,10,62,167,119,31,1,13,109
361,57,54,6,31,78,55,20,0,9,57
362,20,20,2,13,27,24,3,0,2,20
363,100,97,8,56,163,126,23,9,11,100
364,10,10,2,7,17,10,0,0,2,10
365,21,18,1,11,30,20,6,0,4,21
366,82,82,5,41,123,114,19,0,5,82
367,79,75,2,27,98,106,22,3,3,79
368,29,25,2,12,36,32,6,0,6,29
369,4,2,0,0,2,5,0,0,2,4
370,28,27,2,12,38,37,5,2,2,28
371,125,124,14,58,194,139,31,1,15,125
372,21,21,1,11,34,27,8,0,1,21
373,73,73,2,40,113,105,21,1,2,73
374,119,119,6,54,173,145,48,1,6,119
375,5,5,0,3,8,6,2,0,0,5
376,57,52,1,35,84,53,19,3,6,57
377,105,102,5,52,153,154,12,2,8,105
378,4,1,0,1,2,0,1,0,3,4
379,38,35,2,14,59,49,9,0,5,38
380,15,15,3,7,25,14,14,0,3,15
381,6,6,0,4,10,6,2,0,0,6
382,19,19,4,14,26,23,1,0,4,19
383,40,37,2,18,45,38,16,0,5,40
384,117,114,8,68,186,130,25,1,11,117
385,4,4,0,2,6,5,1,0,0,4
386,16,16,1,12,28,16,7,0,1,16
387,7,4,1,2,5,3,2,0,4,7
388,47,42,3,24,58,43,20,0,8,47
389,103,103,7,51,155,124,47,3,7,103
390,27,25,0,13,35,27,17,1,1,27
391,17,17,2,10,31,20,3,0,2,17
392,43,41,1,25,77,62,14,1,3,43
393,83,83,6,39,122,99,41,1,6,83
394,9,9,0,4,15,12,3,0,0,9
395,36,35,4,19,55,28,27,0,5,36
396,126,126,8,64,182,152,39,4,8,126
397,33,33,2,21,56,33,13,0,2,33
398,14,12,1,2,12,5,27,0,3,14
399,22,19,0,12,33,25,5,0,3,22
400,25,23,4,13,36,23,12,0,6,25
401,11,9,0,5,14,11,4,2,0,11
402,11,11,2,6,15,12,1,0,2,11
403,33,32,1,14,40,33,20,1,2,33
404,33,33,4,11,42,30,26,0,4,33
405,117,117,7,64,197,135,47,2,7,117
406,14,14,0,7,22,21,6,0,0,14
407,12,9,1,7,16,11,3,0,4,12
408,37,37,3,19,60,48,7,2,3,37
409,17,17,0,10,29,14,10,0,0,17
410,9,9,1,4,17,8,9,0,1,9
411,127,125,6,69,192,138,62,3,7,127
412,60,60,4,33,98,72,20,0,4,60
413,49,46,4,29,89,52,17,0,7,49
414,2,2,0,0,3,3,2,0,0,2
415,9,9,0,1,12,18,2,0,0,9
416,87,84,7,51,138,88,31,0,10,87
417,70,69,7,34,100,95,18,0,8,70
418,46,46,6,24,70,50,19,0,6,46
419,25,22,1,11,36,31,6,0,4,25
420,115,112,11,62,171,129,27,1,14,115
421,23,23,1,15,45,31,5,0,1,23
422,10,10,1,5,15,12,7,0,1,10
423,27,27,1,11,42,33,18,0,1,27
424,23,23,2,10,37,31,5,0,2,23
425,23,20,0,9,29,30,4,0,3,23
426,8,8,1,5,11,11,1,1,1,8
427,17,14,0,8,26,21,2,0,3,17
428,64,61,3,35,95,66,29,2,6,64
429,4,2,0,0,2,5,0,0,2,4
430,38,35,3,22,50,32,13,2,6,38
431,60,60,14,38,101,50,23,0,14,60
432,18,14,2,7,21,21,5,0,6,18
433,129,129,14,77,216,165,33,1,14,129
434,9,8,0,2,9,16,2,0,1,9
435,109,105,4,63,153,146,13,6,8,109
436,31,30,1,14,46,47,6,1,2,31
437,77,77,3,47,147,90,31,1,3,77
438,24,24,1,18,43,27,4,0,1,24
439,124,122,10,69,201,168,23,5,11,124
440,55,51,6,40,90,50,12,0,10,55
441,14,11,3,8,20,8,3,0,6,14
442,34,32,1,15,44,33,22,1,3,34
443,60,57,5,37,106,78,15,1,8,60
444,38,38,1,20,58,41,15,0,1,38
445,9,9,0,3,9,9,9,0,0,9
446,27,27,1,18,45,30,7,0,1,27
447,11,11,2,9,17,4,10,0,2,11
448,36,34,1,19,59,40,17,0,3,36
449,20,20,0,13,42,19,10,2,0,20
450,48,48,4,20,63,44,33,0,4,48
451,61,61,10,35,92,57,22,0,10,61
452,24,24,1,11,40,44,3,0,1,24
453,19,18,1,6,21,18,11,0,2,19
454,62,62,3,38,105,74,19,1,3,62
455,95,95,7,52,146,112,24,3,7,95
456,43,43,1,19,71,54,15,2,1,43
457,39,39,7,28,63,49,3,0,7,39
458,65,65,3,33,105,76,30,1,3,65
459,54,51,6,35,72,48,12,2,9,54
460,7,6,0,1,8,0,13,0,1,7
461,5,5,0,3,9,1,8,0,0,5
462,33,29,1,15,39,24,33,2,4,33
463,18,18,1,7,22,19,15,0,1,18
464,59,59,5,38,103,69,15,1,5,59
465,105,103,6,55,164,123,45,2,8,105
466,17,17,2,12,29,12,7,2,2,17
467,41,41,2,22,69,39,25,0,2,41
468,40,40,6,22,57,43,13,1,6,40
469,3,3,0,1,3,3,2,0,0,3
470,83,83,2,43,133,109,33,1,2,83
471,103,103,4,50,164,133,39,0,4,103
472,27,27,1,11,39,35,18,2,1,27
473,10,10,0,8,19,11,2,0,0,10
474,12,8,0,6,16,10,1,2,3,12
475,27,27,1,11,33,33,8,0,1,27
476,9,9,1,7,16,9,1,0,1,9
477,41,41,3,24,67,54,12,0,3,41
478,7,7,0,1,6,11,4,0,0,7
479,20,18,2,10,22,21,6,0,4,20
480,40,40,4,18,67,35,32,0,4,40
481,120,119,9,72,204,165,20,0,10,120
482,42,42,3,29,69,48,13,1,3,42
483,72,69,3,46,112,76,23,3,6,72
484,107,106,5,57,174,95,89,1,6,107
485,5,5,0,2,7,3,6,0,0,5
486,9,9,3,3,12,11,3,0,3,9
487,113,110,5,67,197,135,29,2,8,113
488,40,40,2,20,63,55,16,0,2,40
489,65,62,4,37,100,67,21,4,7,65
490,5,5,0,2,9,7,5,0,0,5
491,43,42,0,21,74,65,11,0,1,43
492,25,22,1,14,45,34,2,0,4,25
493,6,6,0,2,9,8,5,0,0,6
494,20,20,2,13,34,28,6,0,2,20
495,11,11,0,9,26,11,3,1,0,11
496,100,100,0,45,151,112,64,0,0,100
497,6,6,0,5,12,6,1,0,0,6
498,64,64,2,35,85,88,14,0,2,64
499,4,4,2,4,9,2,1,0,2,4
500,9,8,2,7,13,4,4,0,3,9
501,109,106,7,58,173,143,22,2,10,109
502,21,21,0,11,34,20,24,0,0,21
503,5,5,0,1,2,7,1,0,0,5
504,53,51,3,26,82,58,26,1,4,53
505,32,32,3,19,58,33,18,0,3,32
506,49,46,5,29,78,58,12,1,8,49
507,18,18,0,11,36,22,13,1,0,18
508,37,35,4,21,60,36,12,2,4,37
509,15,15,0,5,15,19,8,0,0,15
510,24,17,0,12,28,18,5,3,4,24
511,32,28,4,13,53,33,15,0,8,32
512,24,21,0,5,22,20,20,0,3,24
513,13,13,0,8,25,16,7,0,0,13
514,31,31,5,16,48,37,5,0,5,31
515,4,2,0,1,4,3,0,0,2,4
516,9,2,0,1,4,4,0,0,7,9
517,32,27,2,10,40,37,10,0,7,32
518,12,12,2,6,21,12,6,0,2,12
519,90,90,7,49,143,117,26,2,7,90
520,73,68,8,35,97,79,27,0,13,73
521,115,111,1,52,173,141,57,0,5,115
522,52,52,5,29,94,71,11,1,5,52
523,41,36,6,22,62,45,8,0,11,41
524,7,7,0,6,14,5,3,0,0,7
525,7,7,1,5,14,5,6,0,1,7
526,11,11,0,7,25,14,3,0,0,11
527,14,11,1,9,22,11,4,0,4,14
528,52,52,3,33,82,62,15,1,3,52
529,39,38,3,23,70,38,24,1,3,39
530,9,9,0,5,11,4,9,0,0,9
531,37,36,1,20,57,54,6,0,2,37
532,18,18,2,8,24,17,11,0,2,18
533,86,84,9,49,121,92,29,0,11,86
534,69,67,8,41,120,73,17,2,10,69
535,34,34,4,20,63,41,14,0,4,34
536,54,53,2,33,89,76,8,1,2,54
537,64,61,6,35,96,60,22,1,9,64
538,23,23,2,16,42,20,16,0,2,23
539,27,27,4,18,40,27,6,0,4,27
540,74,74,1,44,114,114,11,1,1,74
541,10,10,2,7,17,13,0,0,2,10
542,5,5,0,1,7,4,7,0,0,5
543,27,24,2,17,41,24,8,1,5,27
544,42,42,4,24,68,52,12,0,4,42
545,15,12,0,6,21,18,3,0,3,15
546,19,19,2,13,28,26,1,0,2,19
547,42,42,4,26,74,39,19,2,4,42
548,60,60,6,37,83,63,17,1,6,60
549,82,82,3,37,112,104,24,3,3,82
550,23,21,2,14,35,21,10,1,4,23
551,41,41,0,17,54,66,2,0,0,41
552,32,29,1,12,43,58,4,1,4,32
553,142,142,6,76,214,185,43,2,6,142
554,26,26,2,13,42,28,16,0,2,26
555,3,3,0,1,5,3,2,0,0,3
556,11,10,1,4,14,13,2,0,2,11
557,92,92,2,63,184,98,39,2,2,92
558,7,7,1,5,12,8,4,0,1,7
559,76,76,4,44,132,99,21,1,4,76
560,62,62,2,33,112,84,23,0,2,62
561,22,15,1,11,28,18,4,3,5,22
562,135,131,4,72,186,158,38,8,7,135
563,85,85,6,62,132,91,32,1,6,85
564,5,5,0,2,6,5,2,0,0,5
565,35,35,4,23,56,42,6,2,4,35
566,41,41,2,14,66,53,32,0,2,41
567,49,48,6,27,87,64,11,1,7,49
568,24,21,1,15,38,21,9,1,4,24
569,17,17,3,13,29,13,6,1,3,17
570,30,30,4,19,50,31,8,0,4,30
571,12,12,0,5,23,5,21,0,0,12
572,41,41,1,24,67,42,22,0,1,41
573,50,49,2,26,79,65,11,1,3,50
574,80,77,4,44,123,105,29,1,7,80
575,12,12,0,5,15,14,8,1,0,12
576,27,27,1,13,37,38,9,0,1,27
577,14,14,0,8,30,16,11,0,0,14
578,122,119,6,67,167,136,52,2,9,122
579,44,40,2,27,61,41,13,2,6,44
580,72,69,5,39,99,62,39,3,8,72
581,18,16,0,7,27,14,17,0,2,18
582,11,11,2,8,18,10,6,1,2,11
583,26,26,3,19,62,28,13,0,3,26
584,58,57,4,29,82,66,15,1,5,58
585,18,15,1,9,21,24,3,0,4,18
586,33,33,1,11,37,34,25,0,1,33
587,21,21,2,9,28,26,6,0,2,21
588,33,32,0,17,39,39,9,0,1,33
589,15,15,1,5,18,13,13,0,1,15
590,118,118,6,58,189,148,50,1,6,118
591,93,88,5,48,139,113,26,5,7,93
592,8,8,0,6,14,6,6,0,0,8
593,20,17,0,6,27,23,10,0,3,20
594,4,1,0,0,1,0,3,0,3,4
595,11,11,1,6,15,13,1,0,1,11
596,83,80,0,48,134,134,7,0,3,83
597,7,7,0,1,12,4,11,0,0,7
598,10,10,0,6,17,11,2,0,0,10
599,10,10,1,8,19,7,4,0,1,10
600,50,50,3,24,74,69,21,0,3,50
601,48,47,2,34,87,55,15,1,3,48
602,54,54,5,33,92,61,30,0,5,54
603,55,55,6,33,110,76,18,1,6,55
604,53,53,3,36,101,66,16,1,3,53
605,41,40,3,22,64,59,8,0,4,41
606,41,41,1,21,72,67,10,0,1,41
607,52,52,4,27,92,74,12,0,4,52
608,48,48,3,25,77,73,5,0,3,48
609,56,56,1,27,93,85,19,2,1,56
610,52,52,2,31,88,63,25,1,2,52
611,55,55,4,31,95,79,11,2,4,55
612,51,51,4,29,89,64,28,1,4,51
613,59,59,6,38,111,73,15,3,6,59
614,47,46,2,22,82,65,12,2,3,47
615,43,42,1,20,71,69,13,1,2,43
616,58,58,3,33,107,79,18,0,3,58
617,57,56,3,31,99,86,8,3,4,57
618,12,12,2,5,13,21,0,0,2,12
619,40,40,1,20,65,62,17,0,1,40
620,15,15,1,8,32,17,18,0,1,15
621,17,13,0,1,24,26,12,0,4,17
622,9,8,0,6,16,12,0,0,1,9
623,5,5,0,1,8,11,2,0,0,5
624,5,5,0,3,8,7,4,0,0,5
625,4,4,0,2,4,7,3,0,0,4
626,5,5,0,1,4,9,3,0,0,5
627,12,11,0,3,13,21,0,0,1,12
628,3,3,0,1,7,4,3,0,0,3
629,3,3,0,1,6,2,4,0,0,3
630,5,5,0,2,9,8,1,0,0,5
